caseid,barangay_code,barangay,province,municipality,age,gender,hh_size,income,consumption,gps_lat,gps_lon,duration,enumerator,submission_date
I003995,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,26,female,3,13219.73,10552.59,6.106193,124.470301,725,enum_05,2025-06-25
I003482,B195,Barangay 195,Cebu,Cebu Mun 4,28,male,4,10942.66,7042.41,6.732875,123.069982,1438,enum_02,2025-05-21
I002311,B128,Barangay 128,Bukidnon,Bukidnon Mun 14,58,female,7,13919.35,11286.27,10.257173,122.768779,1018,enum_17,2025-08-22
I002608,B146,Barangay 146,Bukidnon,Bukidnon Mun 1,34,female,6,14492.6,10918.37,8.770732,124.24236,957,enum_02,2025-04-16
I006361,B351,Barangay 351,Cebu,Cebu Mun 8,34,male,4,10708.75,7624.96,9.581894,122.678474,687,enum_01,2025-10-05
I000315,B019,Barangay 019,Agusan del Norte,Agusan Mun 6,28,female,4,10994.14,9433.8,9.244166,122.910236,861,enum_20,2025-08-20
I004845,B270,Barangay 270,Negros Occidental,Negros Mun 4,34,female,6,5989.54,3990.6,9.828952,123.651753,694,enum_14,2025-05-03
I005587,B309,Barangay 309,Cebu,Cebu Mun 13,36,female,1,7975.47,5935.32,9.570224,123.280308,1052,enum_18,2025-02-06
I007861,B432,Barangay 432,Negros Occidental,Negros Mun 9,44,male,6,16092.05,14941.81,10.636266,123.608452,840,enum_15,2025-10-21
I004793,B268,Barangay 268,Iloilo,Iloilo Mun 2,21,female,3,16796.73,14081.18,9.479555,122.930578,743,enum_11,2025-10-22
I007558,B415,Barangay 415,Agusan del Norte,Agusan Mun 5,49,male,4,23228.65,16794.59,9.720014,125.660905,1054,enum_09,2025-01-11
I007322,B402,Barangay 402,Negros Occidental,Negros Mun 3,21,female,4,16599.37,14846.16,10.839641,122.701175,1043,enum_20,2025-07-07
I001873,B102,Barangay 102,Negros Occidental,Negros Mun 8,24,female,7,14772.55,16213.98,6.550775,122.250095,777,enum_19,2025-08-08
I008005,B440,Barangay 440,Bukidnon,Bukidnon Mun 3,18,female,4,10791.4,9352.46,9.400714,124.334558,853,enum_15,2025-07-03
I006273,B346,Barangay 346,Iloilo,Iloilo Mun 10,20,female,5,15116.33,13598.23,10.60761,122.435377,730,enum_13,2025-01-02
I006741,B372,Barangay 372,Negros Occidental,Negros Mun 4,44,female,3,19956.32,18788.01,8.052084,122.821253,1233,enum_08,2025-01-25
I004564,B255,Barangay 255,Cebu,Cebu Mun 10,44,female,7,13805.18,8795.84,9.23044,122.534855,1079,enum_04,2025-03-16
I002018,B111,Barangay 111,Cebu,Cebu Mun 9,40,female,3,12865.8,10394.89,6.026282,122.316867,997,enum_15,2025-07-31
I003391,B189,Barangay 189,Cebu,Cebu Mun 1,25,female,3,15089.92,11121.45,11.957922,122.380874,803,enum_18,2025-09-20
I005685,B315,Barangay 315,Cebu,Cebu Mun 3,45,male,5,14908.12,10567.26,9.193888,122.084743,1198,enum_09,2025-02-02
I005323,B296,Barangay 296,Bukidnon,Bukidnon Mun 6,44,male,6,9575.25,6183.68,10.443158,122.268585,1287,enum_01,2025-03-30
I004765,B266,Barangay 266,Bukidnon,Bukidnon Mun 11,29,female,4,14030.03,12172.65,7.213491,124.290107,679,enum_16,2025-08-13
I000083,B006,Barangay 006,Negros Occidental,Negros Mun 14,40,male,5,8051.92,7025.46,7.085032,123.601124,323,enum_06,2025-03-26
I000711,B041,Barangay 041,Leyte,Leyte Mun 7,46,female,3,15772.8,9682.78,6.617583,123.37696,302,enum_17,2025-07-01
I004541,B254,Barangay 254,Bukidnon,Bukidnon Mun 3,18,male,5,12532.68,10527.81,10.453424,123.057618,462,enum_06,2025-07-17
I007602,B418,Barangay 418,Iloilo,Iloilo Mun 1,27,female,6,9633.29,7841.77,9.180059,125.657752,408,enum_14,2025-08-30
I006134,B338,Barangay 338,Bukidnon,Bukidnon Mun 7,47,male,6,17154.44,11230.67,9.45515,124.32066,1189,enum_03,2025-10-22
I006586,B363,Barangay 363,Cebu,Cebu Mun 7,31,male,7,6820.27,5745.96,7.145539,122.686563,643,enum_07,2025-08-14
I001254,B070,Barangay 070,Iloilo,Iloilo Mun 8,39,female,6,5173.02,3336.9,8.294709,124.143279,1040,enum_09,2025-10-24
I005588,B309,Barangay 309,Cebu,Cebu Mun 13,32,male,4,7803.31,6077.03,11.926626,125.145663,742,enum_07,2025-10-21
I006185,B342,Barangay 342,Negros Occidental,Negros Mun 8,18,female,4,14671.76,11312.43,7.933645,125.081885,977,enum_09,2025-09-06
I000026,B003,Barangay 003,Cebu,Cebu Mun 10,32,male,2,14220.38,14103.7,6.182115,125.845572,1257,enum_10,2025-07-30
I001474,B081,Barangay 081,Cebu,Cebu Mun 12,52,male,3,11454.88,8817.85,9.145175,124.905193,212,enum_02,2025-01-23
I005643,B312,Barangay 312,Negros Occidental,Negros Mun 4,18,female,5,14731.11,9615.25,11.860396,123.63115,895,enum_08,2025-10-03
I006944,B382,Barangay 382,Iloilo,Iloilo Mun 1,46,male,3,12669.03,10389.26,8.045192,123.191151,845,enum_17,2025-01-02
I004973,B279,Barangay 279,Cebu,Cebu Mun 12,33,male,2,15729.11,13115.87,6.434509,122.154443,1180,enum_16,2025-06-30
I001702,B091,Barangay 091,Agusan del Norte,Agusan Mun 13,32,female,3,10838.83,9255.36,10.186177,123.923991,1500,enum_03,2025-02-20
I003847,B217,Barangay 217,Agusan del Norte,Agusan Mun 8,38,female,5,11860.64,11548.24,6.243581,122.890614,634,enum_20,2025-04-25
I001935,B107,Barangay 107,Leyte,Leyte Mun 14,40,male,4,10012.43,8738.39,9.542069,124.991904,470,enum_18,2025-05-02
I006643,B366,Barangay 366,Negros Occidental,Negros Mun 14,26,female,5,13477.77,8398.35,11.837284,125.281206,1022,enum_08,2025-09-15
I001342,B074,Barangay 074,Bukidnon,Bukidnon Mun 1,28,male,3,16791.17,17235.42,10.736836,123.246824,885,enum_13,2025-01-14
I001737,B094,Barangay 094,Iloilo,Iloilo Mun 6,23,male,2,18305.6,16461.62,10.404896,123.770282,733,enum_16,2025-10-01
I007456,B409,Barangay 409,Agusan del Norte,Agusan Mun 9,51,female,6,12613.56,9597.29,10.035264,125.524216,1268,enum_05,2025-10-01
I006611,B364,Barangay 364,Iloilo,Iloilo Mun 8,20,male,5,3579.86,2722.35,6.611083,125.361452,1715,enum_01,2025-04-17
I002486,B139,Barangay 139,Agusan del Norte,Agusan Mun 8,18,female,4,11411.37,8034.77,10.525741,125.083817,1140,enum_05,2025-01-27
I002359,B131,Barangay 131,Leyte,Leyte Mun 8,44,female,1,11417.14,8898.82,8.508282,122.762752,619,enum_20,2025-05-03
I001460,B080,Barangay 080,Bukidnon,Bukidnon Mun 8,41,female,4,11727.05,7376.04,11.213493,126.035663,837,enum_08,2025-10-12
I004113,B230,Barangay 230,Bukidnon,Bukidnon Mun 11,52,female,3,5635.12,3444.02,10.794905,122.687538,1121,enum_19,2025-10-01
I002928,B164,Barangay 164,Bukidnon,Bukidnon Mun 11,23,female,3,11635.5,12445.32,6.703677,123.709212,670,enum_19,2025-01-11
I002998,B169,Barangay 169,Agusan del Norte,Agusan Mun 14,32,female,4,12722.84,12585.41,6.872582,122.898136,1219,enum_03,2025-06-20
I006215,B343,Barangay 343,Agusan del Norte,Agusan Mun 1,41,female,6,14486.57,13419.95,8.84721,124.86401,1105,enum_02,2025-02-28
I003487,B195,Barangay 195,Cebu,Cebu Mun 4,18,female,5,12633.1,10888.54,6.733961,123.731813,1269,enum_05,2025-07-21
I002425,B135,Barangay 135,Cebu,Cebu Mun 11,37,male,3,12497.87,9169.14,8.950532,123.78229,1166,enum_17,2025-03-16
I006254,B345,Barangay 345,Cebu,Cebu Mun 9,31,male,3,12710.25,7983.55,6.515755,125.813905,442,enum_14,2025-07-04
I006258,B346,Barangay 346,Iloilo,Iloilo Mun 10,36,male,3,4941.65,3281.91,8.699799,123.751915,957,enum_02,2025-03-05
I000831,B047,Barangay 047,Leyte,Leyte Mun 14,27,female,5,13780.7,13543.45,9.047528,124.842358,983,enum_03,2025-09-24
I004198,B236,Barangay 236,Bukidnon,Bukidnon Mun 13,40,male,6,12187.39,7742.21,8.387116,122.923644,917,enum_04,2025-05-10
I001341,B074,Barangay 074,Bukidnon,Bukidnon Mun 1,38,female,11,11150.93,8484.19,11.386361,122.224439,1228,enum_06,2025-09-24
I003722,B210,Barangay 210,Negros Occidental,Negros Mun 6,31,female,3,14321.03,8696.99,11.982045,125.401398,393,enum_20,2025-06-09
I000855,B049,Barangay 049,Agusan del Norte,Agusan Mun 1,18,female,4,9726.14,8013.59,10.278621,124.888774,610,enum_16,2025-05-15
I001429,B078,Barangay 078,Negros Occidental,Negros Mun 6,50,male,2,12740.5,11287.49,10.392478,122.302919,1332,enum_14,2025-03-28
I000712,B041,Barangay 041,Leyte,Leyte Mun 7,26,female,6,13691.48,11977.14,11.356168,123.593519,636,enum_08,2025-05-28
I007998,B440,Barangay 440,Bukidnon,Bukidnon Mun 3,45,male,4,16165.1,15246.21,11.404209,124.713335,895,enum_15,2025-09-20
I004524,B253,Barangay 253,Agusan del Norte,Agusan Mun 5,42,female,4,7468.75,5736.25,6.941785,125.721473,1034,enum_08,2025-08-25
I006648,B366,Barangay 366,Negros Occidental,Negros Mun 14,25,female,6,11622.09,9570.89,10.280423,124.283242,703,enum_01,2025-05-20
I007926,B435,Barangay 435,Cebu,Cebu Mun 4,51,male,5,11209.71,12195.26,9.812141,125.506827,1470,enum_05,2025-05-04
I006846,B376,Barangay 376,Iloilo,Iloilo Mun 2,35,female,8,13946.25,8533.47,10.483193,125.380361,206,enum_07,2025-07-27
I002785,B156,Barangay 156,Negros Occidental,Negros Mun 11,48,male,5,13747.3,8925.62,11.053096,124.994353,1166,enum_16,2025-03-31
I002266,B125,Barangay 125,Leyte,Leyte Mun 3,30,male,3,16757.82,15393.79,11.961093,122.755129,1159,enum_06,2025-06-03
I007222,B397,Barangay 397,Agusan del Norte,Agusan Mun 2,59,male,7,16828.71,14511.53,8.535614,123.199642,513,enum_10,2025-07-28
I001067,B061,Barangay 061,Agusan del Norte,Agusan Mun 11,24,female,4,14998.15,14609.45,10.907975,123.2818,484,enum_04,2025-07-22
I006533,B360,Barangay 360,Negros Occidental,Negros Mun 12,32,male,3,19320.41,18486.86,11.983731,124.766738,984,enum_03,2025-08-15
I008117,B446,Barangay 446,Bukidnon,Bukidnon Mun 12,44,male,6,9582.64,6754.53,9.389845,124.744903,781,enum_17,2025-08-01
I003916,B219,Barangay 219,Cebu,Cebu Mun 8,22,male,5,6246.38,3944.54,8.118726,125.576573,1393,enum_16,2025-09-16
I005632,B311,Barangay 311,Leyte,Leyte Mun 13,34,female,6,12046.52,10458.73,6.942852,124.055941,765,enum_20,2025-04-04
I003827,B216,Barangay 216,Negros Occidental,Negros Mun 5,31,female,2,18123.64,18546.63,10.190437,125.166799,826,enum_12,2025-06-10
I004496,B251,Barangay 251,Leyte,Leyte Mun 14,18,male,5,8077.87,4925.34,11.735151,122.975744,934,enum_08,2025-07-06
I002705,B151,Barangay 151,Agusan del Norte,Agusan Mun 2,38,female,4,5437.32,3684.49,6.346561,124.255077,1096,enum_04,2025-06-19
I006941,B382,Barangay 382,Iloilo,Iloilo Mun 1,34,female,7,8453.77,7173.12,7.78972,123.022267,782,enum_02,2025-09-23
I003798,B215,Barangay 215,Leyte,Leyte Mun 16,53,male,4,12953.56,8841.27,11.224496,125.755529,632,enum_18,2025-05-02
I007763,B427,Barangay 427,Agusan del Norte,Agusan Mun 5,18,female,6,16784.9,13057.55,6.740036,124.795448,550,enum_16,2025-04-01
I003077,B173,Barangay 173,Leyte,Leyte Mun 7,51,female,6,10936.62,6918.63,9.075592,124.386732,867,enum_15,2025-07-05
I006890,B379,Barangay 379,Agusan del Norte,Agusan Mun 4,26,male,5,8435.66,8515.25,8.675073,123.798612,767,enum_07,2025-04-29
I005446,B302,Barangay 302,Bukidnon,Bukidnon Mun 1,18,male,5,12635.12,13628.71,10.593894,123.628745,771,enum_09,2025-05-22
I000377,B023,Barangay 023,Leyte,Leyte Mun 13,59,male,3,6979.87,5709.95,7.545019,124.086563,1021,enum_06,2025-10-15
I003914,B219,Barangay 219,Cebu,Cebu Mun 8,18,female,5,4626.67,3255.59,11.262122,125.598766,446,enum_15,2025-02-08
I000851,B049,Barangay 049,Agusan del Norte,Agusan Mun 1,37,female,3,11522.77,10990.76,8.310332,122.10941,866,enum_13,2025-04-13
I003356,B188,Barangay 188,Bukidnon,Bukidnon Mun 5,28,female,4,11556.48,11499.5,6.521837,125.673366,516,enum_02,2025-05-15
I005520,B306,Barangay 306,Negros Occidental,Negros Mun 1,42,female,5,10946.67,9991.84,11.721068,123.76794,726,enum_15,2025-03-22
I002230,B123,Barangay 123,Cebu,Cebu Mun 4,28,male,3,12245.3,12488.57,8.792569,123.469709,526,enum_08,2025-03-06
I007286,B400,Barangay 400,Iloilo,Iloilo Mun 6,40,male,4,14014.07,10395.16,8.957228,122.056235,664,enum_20,2025-01-05
I006530,B360,Barangay 360,Negros Occidental,Negros Mun 12,30,male,4,12519.07,9839.88,10.92243,123.674025,893,enum_01,2025-06-23
I000528,B031,Barangay 031,Agusan del Norte,Agusan Mun 3,18,male,5,12356.21,10915.84,8.882248,122.846329,1067,enum_13,2025-07-22
I000995,B057,Barangay 057,Cebu,Cebu Mun 8,22,female,5,11561.33,11615.79,9.540664,122.595192,1167,enum_05,2025-09-25
I007990,B439,Barangay 439,Agusan del Norte,Agusan Mun 12,41,female,4,13259.92,13916.01,8.618005,123.528725,1388,enum_08,2025-07-29
I005094,B285,Barangay 285,Cebu,Cebu Mun 10,26,male,4,15223.43,13208.4,9.221223,123.359149,1007,enum_08,2025-02-13
I003431,B192,Barangay 192,Negros Occidental,Negros Mun 9,42,female,5,9346.73,6239.86,8.551905,124.175281,1299,enum_07,2025-04-13
I007621,B419,Barangay 419,Leyte,Leyte Mun 15,18,female,6,4804.37,3501.7,7.002176,122.321534,817,enum_16,2025-04-05
I003694,B208,Barangay 208,Iloilo,Iloilo Mun 5,52,female,4,9831.36,8663.63,8.885574,122.456484,994,enum_16,2025-04-09
I007732,B425,Barangay 425,Leyte,Leyte Mun 13,29,female,6,0.0,0.0,6.553759,125.901685,680,enum_04,2025-10-26
I003779,B214,Barangay 214,Iloilo,Iloilo Mun 1,41,female,8,7929.87,7765.44,10.418906,125.366604,573,enum_05,2025-07-27
I005448,B302,Barangay 302,Bukidnon,Bukidnon Mun 1,54,female,3,14289.06,10400.19,7.619231,124.404903,420,enum_17,2025-01-06
I005211,B291,Barangay 291,Cebu,Cebu Mun 5,18,male,6,19743.3,14408.91,10.865354,125.713161,992,enum_10,2025-10-16
I000146,B010,Barangay 010,Iloilo,Iloilo Mun 1,43,female,6,11054.2,10464.18,7.443604,124.55437,827,enum_02,2025-08-17
I005834,B323,Barangay 323,Leyte,Leyte Mun 6,37,female,5,10381.44,6652.21,7.293063,125.362346,1132,enum_07,2025-09-06
I001985,B109,Barangay 109,Agusan del Norte,Agusan Mun 1,24,male,5,6988.82,6296.87,8.429938,122.574654,973,enum_12,2025-07-09
I001962,B108,Barangay 108,Negros Occidental,Negros Mun 6,27,male,4,7271.86,7963.23,9.438459,125.216253,788,enum_09,2025-06-30
I004703,B263,Barangay 263,Leyte,Leyte Mun 14,33,male,8,16869.54,10468.1,7.346436,125.042253,1037,enum_19,2025-03-15
I007977,B439,Barangay 439,Agusan del Norte,Agusan Mun 12,29,female,2,15497.25,14102.05,9.110614,125.806611,1114,enum_09,2025-07-12
I001232,B069,Barangay 069,Cebu,Cebu Mun 6,42,female,5,9361.11,7805.56,6.874651,125.251862,979,enum_07,2025-01-29
I003406,B190,Barangay 190,Iloilo,Iloilo Mun 2,34,male,5,9291.6,9457.5,7.937231,123.711388,775,enum_06,2025-03-08
I003556,B200,Barangay 200,Bukidnon,Bukidnon Mun 1,52,male,7,18094.94,12656.1,8.172611,122.994168,620,enum_04,2025-01-17
I001567,B085,Barangay 085,Agusan del Norte,Agusan Mun 9,53,male,2,10124.63,8374.2,6.830377,125.567849,981,enum_12,2025-01-21
I000210,B013,Barangay 013,Agusan del Norte,Agusan Mun 5,41,male,9,12949.14,7873.91,8.663575,125.737998,625,enum_03,2025-09-19
I007698,B423,Barangay 423,Cebu,Cebu Mun 7,50,female,4,13153.24,12111.6,9.285195,123.015548,592,enum_16,2025-04-19
I006019,B332,Barangay 332,Bukidnon,Bukidnon Mun 5,18,male,6,9753.86,8627.78,6.82332,124.457968,883,enum_16,2025-05-21
I007663,B421,Barangay 421,Agusan del Norte,Agusan Mun 4,48,female,7,15688.46,11120.73,7.298763,125.905938,1279,enum_17,2025-08-20
I001205,B068,Barangay 068,Bukidnon,Bukidnon Mun 12,55,female,3,13213.62,9165.28,6.233352,124.877841,1263,enum_01,2025-06-19
I007776,B427,Barangay 427,Agusan del Norte,Agusan Mun 5,18,male,4,12778.79,13698.68,7.262274,124.315214,1489,enum_10,2025-07-14
I003639,B204,Barangay 204,Negros Occidental,Negros Mun 8,43,male,6,9818.33,9828.21,6.556218,123.30086,641,enum_05,2025-01-05
I003110,B174,Barangay 174,Negros Occidental,Negros Mun 12,30,male,5,9619.04,7250.31,6.204069,123.326231,975,enum_08,2025-02-03
I000442,B026,Barangay 026,Bukidnon,Bukidnon Mun 1,20,male,5,19128.2,13785.32,8.917809,125.958534,538,enum_08,2025-03-22
I000850,B049,Barangay 049,Agusan del Norte,Agusan Mun 1,18,male,3,17050.64,12623.17,6.303989,123.135271,1144,enum_12,2025-05-06
I003755,B213,Barangay 213,Cebu,Cebu Mun 13,44,male,4,17391.73,11852.12,6.727669,122.7914,450,enum_09,2025-01-17
I006744,B372,Barangay 372,Negros Occidental,Negros Mun 4,45,female,5,19034.61,19520.01,6.448526,124.278562,721,enum_03,2025-03-17
I001052,B060,Barangay 060,Negros Occidental,Negros Mun 1,32,male,5,10052.57,8541.61,8.954686,125.405456,992,enum_16,2025-03-04
I007106,B391,Barangay 391,Agusan del Norte,Agusan Mun 6,42,female,2,9293.77,5979.33,9.574288,122.875618,717,enum_07,2025-05-08
I002137,B118,Barangay 118,Iloilo,Iloilo Mun 4,38,female,5,12946.34,12815.27,10.574464,123.132955,636,enum_05,2025-03-10
I004117,B230,Barangay 230,Bukidnon,Bukidnon Mun 11,29,female,6,12009.84,9436.7,11.248352,125.812788,388,enum_18,2025-03-18
I003536,B198,Barangay 198,Negros Occidental,Negros Mun 4,18,male,4,13179.71,11695.94,8.482447,122.689519,537,enum_04,2025-07-07
I006514,B359,Barangay 359,Leyte,Leyte Mun 15,47,female,2,10860.5,11719.99,11.313919,123.06277,994,enum_03,2025-09-29
I001731,B094,Barangay 094,Iloilo,Iloilo Mun 6,58,female,2,13664.26,8715.9,9.190005,122.143247,817,enum_06,2025-03-01
I004681,B262,Barangay 262,Iloilo,Iloilo Mun 6,46,female,7,19840.05,16930.13,11.622586,122.979383,979,enum_14,2025-05-12
I005977,B329,Barangay 329,Leyte,Leyte Mun 4,18,female,4,10279.74,8185.38,6.712959,122.615399,455,enum_06,2025-03-04
I008161,B448,Barangay 448,Iloilo,Iloilo Mun 6,34,female,6,8008.75,8192.93,6.023736,125.463568,639,enum_05,2025-07-29
I006827,B375,Barangay 375,Cebu,Cebu Mun 13,19,female,6,7122.56,5950.94,6.481113,124.986595,610,enum_04,2025-06-21
I000628,B036,Barangay 036,Negros Occidental,Negros Mun 3,44,female,6,15637.27,13766.39,7.213578,124.294571,1069,enum_18,2025-10-25
I003811,B215,Barangay 215,Leyte,Leyte Mun 16,43,male,4,11437.27,10323.32,10.642659,125.891746,199,enum_15,2025-01-29
I001304,B072,Barangay 072,Negros Occidental,Negros Mun 7,46,female,1,10564.84,9431.8,8.689626,122.227301,1120,enum_04,2025-03-06
I002176,B120,Barangay 120,Negros Occidental,Negros Mun 5,39,female,7,11675.64,9725.59,11.862485,122.578018,985,enum_07,2025-02-13
I006000,B331,Barangay 331,Agusan del Norte,Agusan Mun 5,44,male,5,8622.23,8891.42,6.977504,124.660487,611,enum_03,2025-02-01
I002915,B163,Barangay 163,Agusan del Norte,Agusan Mun 7,47,male,6,5789.33,5734.83,10.122586,124.399751,935,enum_10,2025-08-23
I007308,B401,Barangay 401,Leyte,Leyte Mun 14,41,female,3,12899.94,9815.1,9.721265,124.463561,934,enum_12,2025-03-05
I000071,B005,Barangay 005,Leyte,Leyte Mun 11,18,male,5,14779.38,14802.42,9.320556,122.81229,715,enum_18,2025-08-04
I002735,B153,Barangay 153,Cebu,Cebu Mun 4,22,male,5,12252.65,11091.78,7.142303,125.272933,819,enum_04,2025-02-15
I002241,B123,Barangay 123,Cebu,Cebu Mun 4,34,female,3,11605.47,8716.97,7.656904,123.227457,744,enum_05,2025-10-15
I001407,B077,Barangay 077,Leyte,Leyte Mun 10,46,female,4,5353.27,4948.55,6.986752,124.329387,1355,enum_17,2025-06-03
I004175,B234,Barangay 234,Negros Occidental,Negros Mun 13,45,male,5,9915.68,6762.72,7.63026,122.815421,993,enum_08,2025-01-31
I004477,B250,Barangay 250,Iloilo,Iloilo Mun 3,25,male,4,1930.85,1456.57,9.657945,122.230341,1011,enum_06,2025-03-20
I002733,B153,Barangay 153,Cebu,Cebu Mun 4,31,female,4,11917.72,8802.04,11.849985,124.538876,1278,enum_08,2025-09-17
I003427,B192,Barangay 192,Negros Occidental,Negros Mun 9,34,female,5,14226.67,15539.02,7.860143,125.499147,725,enum_12,2025-10-10
I006009,B331,Barangay 331,Agusan del Norte,Agusan Mun 5,49,female,3,8670.67,5381.08,7.84514,124.900672,592,enum_06,2025-07-08
I000947,B055,Barangay 055,Agusan del Norte,Agusan Mun 7,47,male,6,20618.36,14246.13,10.00347,122.142489,727,enum_03,2025-04-21
I003397,B190,Barangay 190,Iloilo,Iloilo Mun 2,56,male,4,9294.67,9183.67,10.74156,125.331487,617,enum_17,2025-09-19
I001383,B076,Barangay 076,Iloilo,Iloilo Mun 6,30,male,4,9104.02,9193.93,11.141878,124.912455,1059,enum_03,2025-06-19
I006835,B376,Barangay 376,Iloilo,Iloilo Mun 2,47,male,6,16204.34,13516.78,6.726591,125.886433,691,enum_02,2025-05-25
I005411,B301,Barangay 301,Agusan del Norte,Agusan Mun 9,19,female,4,19672.64,16569.75,7.365839,123.639822,862,enum_08,2025-03-31
I007184,B395,Barangay 395,Leyte,Leyte Mun 4,53,male,1,7189.15,4315.79,11.538649,124.539316,1467,enum_17,2025-07-16
I000940,B054,Barangay 054,Negros Occidental,Negros Mun 4,37,female,7,7068.59,7031.86,8.146062,125.180987,664,enum_02,2025-06-29
I000647,B037,Barangay 037,Agusan del Norte,Agusan Mun 1,42,male,5,17660.88,18260.22,10.334824,122.909362,670,enum_15,2025-07-17
I006411,B354,Barangay 354,Negros Occidental,Negros Mun 1,49,male,4,22212.12,21224.66,10.772261,124.266816,1342,enum_03,2025-05-27
I007805,B429,Barangay 429,Cebu,Cebu Mun 9,31,male,5,6210.34,6383.6,10.821167,124.038456,904,enum_02,2025-03-30
I003404,B190,Barangay 190,Iloilo,Iloilo Mun 2,18,female,3,4003.72,3391.68,7.248722,122.670936,478,enum_05,2025-06-18
I001144,B065,Barangay 065,Leyte,Leyte Mun 17,25,male,4,17817.32,12886.58,7.804835,123.045106,657,enum_13,2025-01-13
I002701,B151,Barangay 151,Agusan del Norte,Agusan Mun 2,33,female,2,8087.16,6776.35,7.998531,122.462647,1036,enum_08,2025-08-01
I005160,B288,Barangay 288,Negros Occidental,Negros Mun 6,45,male,5,10949.7,7075.74,9.850315,122.099067,1137,enum_16,2025-10-16
I001482,B081,Barangay 081,Cebu,Cebu Mun 12,33,male,4,5513.51,5673.47,6.352661,123.662448,692,enum_16,2025-03-12
I003836,B216,Barangay 216,Negros Occidental,Negros Mun 5,40,female,7,8869.78,5948.26,7.003248,124.89379,839,enum_08,2025-01-19
I003491,B196,Barangay 196,Iloilo,Iloilo Mun 7,18,male,5,7075.3,5749.55,7.512185,121.988672,1032,enum_05,2025-07-15
I001328,B074,Barangay 074,Bukidnon,Bukidnon Mun 1,30,male,7,9597.18,8468.14,9.191463,123.618572,1467,enum_04,2025-09-28
I002424,B135,Barangay 135,Cebu,Cebu Mun 11,43,female,8,7703.76,8111.24,11.345431,124.702524,1024,enum_07,2025-01-29
I006562,B362,Barangay 362,Bukidnon,Bukidnon Mun 11,32,male,6,12167.02,9999.35,10.366627,124.341367,697,enum_16,2025-09-08
I007289,B401,Barangay 401,Leyte,Leyte Mun 14,34,female,3,10308.31,8929.31,9.498757,122.698073,964,enum_15,2025-07-19
I001340,B074,Barangay 074,Bukidnon,Bukidnon Mun 1,40,male,4,15212.86,16254.6,10.00065,122.675098,1219,enum_15,2025-08-31
I003316,B185,Barangay 185,Leyte,Leyte Mun 10,46,male,5,11393.25,10963.7,11.218967,124.739293,850,enum_20,2025-02-23
I007905,B435,Barangay 435,Cebu,Cebu Mun 4,18,female,4,10783.36,8985.11,11.126538,124.93105,1009,enum_18,2025-01-20
I005086,B285,Barangay 285,Cebu,Cebu Mun 10,45,male,6,13225.07,8807.71,9.553692,122.605152,825,enum_02,2025-04-29
I006893,B379,Barangay 379,Agusan del Norte,Agusan Mun 4,35,female,1,12568.75,12322.07,11.095851,122.123344,589,enum_10,2025-07-11
I003414,B191,Barangay 191,Leyte,Leyte Mun 15,42,male,4,13426.09,11416.91,11.705483,123.772103,871,enum_08,2025-02-12
I005190,B290,Barangay 290,Bukidnon,Bukidnon Mun 10,34,female,3,7899.77,4885.11,8.998365,123.305582,897,enum_18,2025-06-03
I001726,B093,Barangay 093,Cebu,Cebu Mun 2,44,female,5,18691.08,14964.63,11.917058,124.547671,804,enum_16,2025-03-03
I000062,B005,Barangay 005,Leyte,Leyte Mun 11,38,female,4,10369.48,11026.84,9.171917,122.210307,1142,enum_03,2025-04-28
I000544,B032,Barangay 032,Bukidnon,Bukidnon Mun 14,38,female,5,13178.37,11822.48,12.000236,125.077623,702,enum_09,2025-06-19
I006885,B379,Barangay 379,Agusan del Norte,Agusan Mun 4,30,female,5,18726.38,12047.14,8.656951,125.03839,390,enum_12,2025-10-06
I007012,B386,Barangay 386,Bukidnon,Bukidnon Mun 8,54,male,1,6929.62,6824.87,8.35516,123.649747,545,enum_03,2025-02-05
I000890,B051,Barangay 051,Cebu,Cebu Mun 13,32,female,6,12206.15,12025.22,10.915028,123.261257,916,enum_14,2025-09-01
I000857,B049,Barangay 049,Agusan del Norte,Agusan Mun 1,22,male,2,15997.82,14774.75,10.782154,123.155744,492,enum_14,2025-01-10
I000160,B010,Barangay 010,Iloilo,Iloilo Mun 1,48,male,3,12839.52,13031.25,7.978085,124.900649,483,enum_01,2025-09-02
I006615,B364,Barangay 364,Iloilo,Iloilo Mun 8,28,female,6,14641.65,10380.81,9.255131,122.160194,1289,enum_18,2025-01-28
I007702,B423,Barangay 423,Cebu,Cebu Mun 7,25,male,3,6066.25,6454.37,11.195528,124.08518,653,enum_17,2025-02-18
I005325,B296,Barangay 296,Bukidnon,Bukidnon Mun 6,65,male,7,4884.73,3380.76,8.284852,123.861561,1357,enum_12,2025-01-16
I000511,B030,Barangay 030,Negros Occidental,Negros Mun 8,53,female,5,14099.75,13562.8,7.679865,124.928868,881,enum_17,2025-09-01
I001330,B074,Barangay 074,Bukidnon,Bukidnon Mun 1,41,female,7,13834.27,13533.54,10.361234,122.295367,1090,enum_09,2025-03-14
I002124,B117,Barangay 117,Cebu,Cebu Mun 5,18,female,2,12692.36,8394.7,7.81295,123.249833,983,enum_02,2025-06-19
I006335,B350,Barangay 350,Bukidnon,Bukidnon Mun 11,18,male,4,14698.27,13796.57,7.826506,123.080625,821,enum_02,2025-03-23
